,Título,Endereço,Número,Bairro,Cidade,Estado,Área,Quartos,Banheiros,Vagas,Preço
4480,"Apartamento com 2 Quartos à Venda, 43m²",Rua José Merhy,N/I,Boa Vista,Curitiba,PR,43,2,1,1,R$ 395.000
4481,"Apartamento com  Quarto à Venda, 44m²",Avenida Juscelino Kubitschek de Oliveira,N/I,Campo Comprido,Curitiba,PR,44,1,1,1,R$ 341.900
4482,"Apartamento com 3 Quartos à Venda, 190m²",N/I,N/I,Alto da Rua XV,Curitiba,PR,190,3,2,2,R$ 1.218.000
4483,"Apartamento com 3 Quartos à Venda, 112m²",N/I,N/I,Ecoville,Curitiba,PR,112,3,2,1,R$ 1.263.000
4484,"Apartamento com 2 Quartos à Venda, 45m²",N/I,N/I,Capão Raso,Curitiba,PR,45,2,1,1,R$ 334.184
4485,"Apartamento com 3 Quartos à Venda, 142m²",Rua Martim Afonso,N/I,Bigorrilho,Curitiba,PR,142,3,2,2,R$ 1.603.500
4486,"Apartamento com 3 Quartos à Venda, 99m²",Rua Maria Clara,N/I,Alto da Glória,Curitiba,PR,99,3,2,2,R$ 1.472.700
4487,"Apartamento com  Quarto à Venda, 47m²",Rua Oscar Wilde,1118,Lindóia,Curitiba,PR,47,1,1,1,R$ 298.000
4488,"Apartamento com 3 Quartos à Venda, 175m²",Rua Buenos Aires,486,Batel,Curitiba,PR,175,3,4,2,R$ 1.230.000
4489,"Apartamento com  Quarto à Venda, 19m²",Rua André de Barros,419,Centro,Curitiba,PR,19,1,1,--,R$ 198.900
4490,"Apartamento com 2 Quartos à Venda, 80m²",Rua Governador Agamenon Magalhães,240,Cristo Rei,Curitiba,PR,80,2,2,1,R$ 545.000
4491,"Apartamento com 2 Quartos à Venda, 62m²",Rua Joaquim Nabuco,N/I,Tingui,Curitiba,PR,62,2,2,1,R$ 440.000
4492,"Apartamento com 2 Quartos à Venda, 44m²",Rua Antônio Dalmarco,404,Fazendinha,Curitiba,PR,44,2,1,1,R$ 169.000
4493,"Apartamento com 2 Quartos à Venda, 79m²",Avenida Prefeito Maurício Fruet,110,Cajuru,Curitiba,PR,79,2,2,2,R$ 896.000
4494,"Apartamento com 3 Quartos à Venda, 87m²",Rua Desembargador Motta,2062,Batel,Curitiba,PR,87,3,3,1,R$ 640.000
4495,"Apartamento com 3 Quartos à Venda, 143m²",Rua Coronel Pedro Scherer Sobrinho,152,Cristo Rei,Curitiba,PR,143,3,3,2,R$ 1.600.000
4496,"Apartamento com 3 Quartos à Venda, 71m²",Rua Tobias de Macedo Júnior,1138,Santo Inácio,Curitiba,PR,71,3,2,2,R$ 550.000
4497,"Apartamento com 2 Quartos à Venda, 66m²",Rua Pará,900,Água Verde,Curitiba,PR,66,2,2,1,R$ 521.814
4498,"Apartamento com 3 Quartos à Venda, 127m²",Rua Ângelo Nabosne,N/I,Cidade Industrial,Curitiba,PR,127,3,3,2,R$ 1.349.626
4499,"Apartamento com  Quarto à Venda, 65m²",Rua Brigadeiro Franco,1826,Batel,Curitiba,PR,65,1,1,--,R$ 565.000
4500,"Apartamento com 4 Quartos à Venda, 224m²",Rua Gottlieb Rosenau,N/I,Tarumã,Curitiba,PR,224,4,5,3,"R$ 1.100.000
                        
Preço abaixo do mercado"
4501,"Apartamento com 2 Quartos à Venda, 57m²",Rua Francisco Raitani,7153,Capão Raso,Curitiba,PR,57,2,1,1,R$ 289.000
4502,"Apartamento com 3 Quartos à Venda, 79m²",N/I,N/I,Portão,Curitiba,PR,79,3,3,1,R$ 659.900
4503,"Apartamento com 3 Quartos à Venda, 87m²",Rua Dona Alice Tibiriçá,765,Bigorrilho,Curitiba,PR,87,3,1,2,R$ 1.090.000
4504,"Apartamento com 3 Quartos à Venda, 71m²",Rua Tobias de Macedo Júnior,N/I,Santo Inácio,Curitiba,PR,71,3,1,3,R$ 567.700
4505,"Apartamento com 3 Quartos à Venda, 99m²",Rua Vinte e Nove de Junho,207,Bacacheri,Curitiba,PR,99,3,2,2,R$ 922.545
4506,"Apartamento com 4 Quartos à Venda, 288m²",Rua Professor Pedro Viriato Parigot de Souza,122,Mossunguê,Curitiba,PR,288,4,5,4,R$ 4.400.000
4507,"Apartamento com 4 Quartos à Venda, 274m²",Avenida Sete de Setembro,4079,Batel,Curitiba,PR,274,4,5,3,R$ 1.550.000
4508,"Apartamento com 2 Quartos à Venda, 42m²",Rua Mandirituba,2255,Sitio Cercado,Curitiba,PR,42,2,1,1,R$ 165.000
4509,"Apartamento com 3 Quartos à Venda, 92m²",N/I,N/I,Centro,Curitiba,PR,92,3,2,1,R$ 1.001.000
4510,"Apartamento com 2 Quartos à Venda, 52m²",Avenida Nossa Senhora Aparecida,N/I,Seminário,Curitiba,PR,52,2,2,1,R$ 426.000
4511,"Apartamento com 2 Quartos à Venda, 43m²",Rua Guilherme Pugsley,2620,Água Verde,Curitiba,PR,43,2,1,1,R$ 388.556
4512,"Apartamento com  Quarto à Venda, 28m²",N/I,N/I,Portão,Curitiba,PR,28,1,1,--,R$ 225.000
4513,"Apartamento com 2 Quartos à Venda, 81m²",Rua Professor Guido Straube,N/I,Água Verde,Curitiba,PR,81,2,2,2,R$ 921.000
4514,"Apartamento com 2 Quartos à Venda, 62m²",Avenida Presidente Affonso Camargo,1773,Cristo Rei,Curitiba,PR,62,2,2,1,R$ 582.300
4515,"Apartamento com 2 Quartos à Venda, 125m²",Rua Martim Afonso,N/I,Bigorrilho,Curitiba,PR,125,2,3,2,R$ 1.792.900
4516,"Apartamento com 2 Quartos à Venda, 125m²",Rua Martim Afonso,2888,São Francisco,Curitiba,PR,125,2,2,3,R$ 2.038.900
4517,"Apartamento com 3 Quartos à Venda, 77m²",Rua Oyapock,N/I,Cristo Rei,Curitiba,PR,77,3,1,1,R$ 680.000
4518,"Apartamento com 3 Quartos à Venda, 168m²",N/I,N/I,Ahú,Curitiba,PR,168,3,3,3,R$ 2.177.148
4519,"Apartamento com 3 Quartos à Venda, 151m²",Alameda Prudente de Moraes,N/I,Mercês,Curitiba,PR,151,3,1,2,R$ 1.680.460
4520,"Apartamento com 2 Quartos à Venda, 59m²",Rua Vicente Ciccarino,1220,Boa Vista,Curitiba,PR,59,2,1,1,R$ 506.900
4521,"Apartamento com 2 Quartos à Venda, 49m²",N/I,N/I,Capão Raso,Curitiba,PR,49,2,1,1,R$ 379.000
4522,"Apartamento com 2 Quartos à Venda, 63m²",Alameda Júlia da Costa,2415,Champagnat,Curitiba,PR,63,2,2,1,R$ 566.903
4523,"Apartamento com 2 Quartos à Venda, 49m²",Rua Magdalena de Almeida,224,Capão Raso,Curitiba,PR,49,2,1,1,R$ 290.000
4524,"Apartamento com 3 Quartos à Venda, 214m²",Rua São Pedro,43,Cabral,Curitiba,PR,214,3,4,2,R$ 1.499.000
4525,"Apartamento com 2 Quartos à Venda, 110m²",Rua Voluntários da Pátria,N/I,Centro,Curitiba,PR,110,2,2,--,R$ 500.000
4526,"Apartamento com 3 Quartos à Venda, 146m²",Rua Alberto Folloni,776,Ahú,Curitiba,PR,146,3,2,2,"R$ 590.000
                        
Preço abaixo do mercado"
4527,"Apartamento com 2 Quartos à Venda, 63m²",Rua Ary Barroso,630,Boa Vista,Curitiba,PR,63,2,2,1,"R$ 309.000
                        
Preço abaixo do mercado"
4528,"Apartamento com  Quarto à Venda, 48m²",Rua Doutor Pedrosa,445,Centro,Curitiba,PR,48,1,1,1,R$ 480.000
4529,"Apartamento com 3 Quartos à Venda, 81m²",Avenida Presidente Affonso Camargo,1773,Cristo Rei,Curitiba,PR,81,3,2,1,R$ 754.800
4530,"Apartamento com 3 Quartos à Venda, 188m²",Rua João Américo de Oliveira,922,Cabral,Curitiba,PR,188,3,4,--,R$ 3.098.000
4531,"Apartamento com 2 Quartos à Venda, 96m²",Avenida Visconde de Guarapuava,N/I,Centro,Curitiba,PR,96,2,2,1,R$ 971.792
4532,"Apartamento com 3 Quartos à Venda, 123m²",Rua Padre Ildefonso,N/I,Batel,Curitiba,PR,123,3,4,1,R$ 880.000
4533,"Apartamento com 3 Quartos à Venda, 63m²",Rua José Alceu Sabatke,120,Sitio Cercado,Curitiba,PR,63,3,1,1,R$ 222.000
4534,"Apartamento com  Quarto à Venda, 65m²",Rua Eduardo Sprada,118,Seminário,Curitiba,PR,65,1,1,1,"R$ 250.000
                        
Preço abaixo do mercado"
4535,"Apartamento com 2 Quartos à Venda, 51m²",Rua Theodoro Makiolka,466,Santa Cândida,Curitiba,PR,51,2,1,1,R$ 263.000
4536,"Apartamento com 2 Quartos à Venda, 53m²",Avenida Iguaçu,1325,Rebouças,Curitiba,PR,53,2,1,--,R$ 350.000
4537,"Apartamento com 2 Quartos à Venda, 125m²",Avenida República Argentina,N/I,Portão,Curitiba,PR,125,2,3,2,"R$ 749.000
                        
Preço abaixo do mercado"
4538,"Apartamento com 3 Quartos à Venda, 75m²",Rua Presidente Epitácio Pessoa,260,Tarumã,Curitiba,PR,75,3,2,1,R$ 562.000
4539,"Apartamento com 3 Quartos à Venda, 125m²",N/I,N/I,Mossunguê,Curitiba,PR,125,3,4,2,R$ 1.740.000
4540,"Apartamento com 2 Quartos à Venda, 47m²",Rua Professor Guilherme Butler,1427,Barreirinha,Curitiba,PR,47,2,1,1,R$ 217.000
4541,"Apartamento com 3 Quartos à Venda, 133m²",Alameda Dom Pedro II,N/I,Batel,Curitiba,PR,133,3,2,1,R$ 870.000
4542,"Apartamento com 3 Quartos à Venda, 89m²",Rua Monsenhor Ivo Zanlorenzi,4400,Ecoville,Curitiba,PR,89,3,2,2,R$ 800.000
4543,"Apartamento com  Quarto à Venda, 34m²",Avenida Sete de Setembro,2346,Centro,Curitiba,PR,34,1,1,--,R$ 215.000
4544,"Apartamento com 3 Quartos à Venda, 87m²",Rua Dona Alice Tibiriçá,765,Bigorrilho,Curitiba,PR,87,3,2,2,R$ 1.100.000
4545,"Apartamento com 3 Quartos à Venda, 112m²",Rua Eugênio Flor,N/I,Abranches,Curitiba,PR,112,3,1,2,R$ 829.078
4546,"Apartamento com 3 Quartos à Venda, 123m²",Rua Francisco Juglair,780,Ecoville,Curitiba,PR,123,3,4,2,R$ 1.280.000
4547,"Apartamento com 4 Quartos à Venda, 423m²",Rua Padre Anchieta,N/I,Bigorrilho,Curitiba,PR,423,4,5,4,R$ 2.890.000
4548,"Apartamento com 3 Quartos à Venda, 121m²",Rua Professor Pedro Viriato Parigot de Souza,2511,Mossunguê,Curitiba,PR,121,3,3,2,R$ 975.000
4549,"Apartamento com 3 Quartos à Venda, 149m²",N/I,N/I,Jardim Botânico,Curitiba,PR,149,3,4,3,R$ 1.500.000
4550,"Apartamento com 2 Quartos à Venda, 48m²",Rua Francisco Derosso,5950,Alto Boqueirão,Curitiba,PR,48,2,1,1,R$ 215.000
4551,"Apartamento com 3 Quartos à Venda, 147m²",Rua Urbano Lopes,267,Cristo Rei,Curitiba,PR,147,3,4,2,"R$ 1.323.482
                        
Preço abaixo do mercado"
4552,"Apartamento com 2 Quartos à Venda, 54m²",Rua Professor Luiz César,N/I,Água Verde,Curitiba,PR,54,2,2,1,R$ 616.900
4553,"Apartamento com 3 Quartos à Venda, 90m²",Avenida Sete de Setembro,4064,Centro,Curitiba,PR,90,3,2,1,R$ 730.000
4554,"Apartamento com 2 Quartos à Venda, 45m²",Rua Paulo Kulik,N/I,Santa Cândida,Curitiba,PR,45,2,1,1,R$ 263.000
4555,"Apartamento com 3 Quartos à Venda, 111m²",Rua Paraguassu,101,Alto da Glória,Curitiba,PR,111,3,1,2,R$ 1.207.986
4556,"Apartamento com 3 Quartos à Venda, 52m²",Rua Brasílio de Lara,66,Bairro Alto,Curitiba,PR,52,3,1,1,R$ 240.000
4557,"Apartamento com 3 Quartos à Venda, 156m²",Rua Palmeiras,725,Água Verde,Curitiba,PR,156,3,3,2,"R$ 969.000
                        
Preço abaixo do mercado"
4558,"Apartamento com 4 Quartos à Venda, 219m²",Rua Nicolau Maeder,N/I,Juvevê,Curitiba,PR,219,4,2,3,R$ 3.546.228
4559,"Apartamento com 2 Quartos à Venda, 52m²",Avenida Marechal Floriano Peixoto,2009,Rebouças,Curitiba,PR,52,2,1,1,R$ 430.000
4560,"Apartamento com 2 Quartos à Venda, 108m²",Rua Eduardo Geronasso,1362,Bacacheri,Curitiba,PR,108,2,2,1,"R$ 530.000
                        
Preço abaixo do mercado"
4561,"Apartamento com 3 Quartos à Venda, 54m²",Rua Frei Eurico de Mello,59,Fazendinha,Curitiba,PR,54,3,1,1,R$ 199.000
4562,"Apartamento com 2 Quartos à Venda, 65m²",Rua Nunes Machado,68,Centro,Curitiba,PR,65,2,2,1,R$ 750.000
4563,"Apartamento com 3 Quartos à Venda, 154m²",Avenida Silva Jardim,3243,Água Verde,Curitiba,PR,154,3,5,2,"R$ 1.350.000
                        
Preço abaixo do mercado"
4564,"Apartamento com  Quarto à Venda, 34m²",Rua Murilo do Amaral Ferreira,111,Vila Izabel,Curitiba,PR,34,1,1,1,R$ 349.050
4565,"Apartamento com 3 Quartos à Venda, 90m²",Rua Oyapock,99,Cristo Rei,Curitiba,PR,90,3,2,1,R$ 599.000
4566,"Apartamento com 3 Quartos à Venda, 90m²",Avenida Paraná,756,Cabral,Curitiba,PR,90,3,2,2,R$ 1.100.000
4567,"Apartamento com 2 Quartos à Venda, 59m²",Rua Nicolau Salomão,430,Tingui,Curitiba,PR,59,2,2,1,R$ 478.146
4568,"Apartamento com 2 Quartos à Venda, 50m²",Rua Carolina Castelli,N/I,Novo Mundo,Curitiba,PR,50,2,1,1,R$ 195.000
4569,"Apartamento com 2 Quartos à Venda, 35m²",Rua Guararapes,1407,Vila Izabel,Curitiba,PR,35,2,1,1,R$ 260.000
4570,"Apartamento com 2 Quartos à Venda, 44m²",Alameda Júlia da Costa,2415,São Francisco,Curitiba,PR,44,2,2,1,R$ 552.000
4571,"Apartamento com 2 Quartos à Venda, 126m²",Rua Martim Afonso,N/I,Bigorrilho,Curitiba,PR,126,2,3,2,R$ 1.208.291
4572,"Apartamento com 2 Quartos à Venda, 55m²",Rua Hilário Moro,526,Tingui,Curitiba,PR,55,2,2,1,R$ 280.000
4573,"Apartamento com 2 Quartos à Venda, 68m²",Rua Elbe Pospissil,63,Juvevê,Curitiba,PR,68,2,2,1,R$ 675.000
4574,"Apartamento com 3 Quartos à Venda, 79m²",Rua José Clementino Bettega,120,Capão Raso,Curitiba,PR,79,3,2,1,R$ 535.000
4575,"Apartamento com  Quarto à Venda, 33m²",Rua Nunes Machado,79,Centro,Curitiba,PR,33,1,1,--,R$ 250.000
4576,"Apartamento com 2 Quartos à Venda, 131m²",N/I,N/I,Fazendinha,Curitiba,PR,131,2,1,1,R$ 620.000
4577,"Apartamento com 3 Quartos à Venda, 61m²",Rua Tenente Francisco Ferreira de Souza,1922,Hauer,Curitiba,PR,61,3,1,1,R$ 357.195
4578,"Apartamento com 3 Quartos à Venda, 140m²",Rua Doutor Brasílio Vicente de Castro,320,Campo Comprido,Curitiba,PR,140,3,3,4,R$ 1.200.000
4579,"Apartamento com  Quarto à Venda, 33m²",Avenida Visconde de Guarapuava,2764,Centro,Curitiba,PR,33,1,1,1,R$ 379.000
4580,"Apartamento com 2 Quartos à Venda, 59m²",Rua João Schleder Sobrinho,322,Boa Vista,Curitiba,PR,59,2,2,1,R$ 469.000
4581,"Apartamento com 3 Quartos à Venda, 190m²",N/I,N/I,Alto da Rua XV,Curitiba,PR,190,3,2,2,R$ 1.218.000
4582,"Apartamento com 2 Quartos à Venda, 51m²",Rua Desembargador Lauro Sodré Lopes,100,Portão,Curitiba,PR,51,2,2,1,R$ 409.348
4583,"Apartamento com 2 Quartos à Venda, 98m²",Rua Doutor Waldemiro Pereira,257,Capão Raso,Curitiba,PR,98,2,1,1,R$ 563.000
4584,"Apartamento com 3 Quartos à Venda, 112m²",N/I,N/I,Ecoville,Curitiba,PR,112,3,2,1,R$ 1.263.000
4585,"Apartamento com 3 Quartos à Venda, 99m²",Rua Maria Clara,N/I,Alto da Glória,Curitiba,PR,99,3,2,2,R$ 1.472.700
4586,"Apartamento com  Quarto à Venda, 47m²",Rua Oscar Wilde,1118,Lindóia,Curitiba,PR,47,1,1,1,R$ 298.000
4587,"Apartamento com 3 Quartos à Venda, 175m²",Rua Buenos Aires,486,Batel,Curitiba,PR,175,3,4,2,R$ 1.230.000
4588,"Apartamento com 3 Quartos à Venda, 112m²",Rua Lysimaco Ferreira da Costa,151,Centro Cívico,Curitiba,PR,112,3,3,1,"R$ 470.000
                        
Preço abaixo do mercado"
4589,"Apartamento com 3 Quartos à Venda, 83m²",Rua Eugênio José de Souza,N/I,Água Verde,Curitiba,PR,83,3,2,1,R$ 450.000
4590,"Apartamento com 2 Quartos à Venda, 80m²",Rua Governador Agamenon Magalhães,240,Cristo Rei,Curitiba,PR,80,2,2,1,R$ 545.000
4591,"Apartamento com 2 Quartos à Venda, 103m²",Avenida República Argentina,1793,Água Verde,Curitiba,PR,103,2,1,--,R$ 628.600
4592,"Apartamento com 2 Quartos à Venda, 44m²",Rua Antônio Dalmarco,404,Fazendinha,Curitiba,PR,44,2,1,1,R$ 169.000
4593,"Apartamento com 2 Quartos à Venda, 50m²",Rua Thereza Lopes Skroski,761,Santa Cândida,Curitiba,PR,50,2,1,1,R$ 155.000
4594,"Apartamento com  Quarto à Venda, 23m²",Rua Visconde do Rio Branco,1832,Centro,Curitiba,PR,23,1,1,--,R$ 250.000
4595,"Apartamento com 3 Quartos à Venda, 114m²",Rua Doutor Leão Mocellin,390,Santa Felicidade,Curitiba,PR,114,3,2,2,R$ 894.900
4596,"Apartamento com 2 Quartos à Venda, 66m²",Rua Pará,900,Água Verde,Curitiba,PR,66,2,2,1,R$ 521.814
4597,"Apartamento com  Quarto à Venda, 65m²",Rua Brigadeiro Franco,1826,Batel,Curitiba,PR,65,1,1,--,R$ 565.000
4598,"Apartamento com 3 Quartos à Venda, 133m²",N/I,N/I,Bigorrilho,Curitiba,PR,133,3,4,2,R$ 2.164.000
4599,"Apartamento com 2 Quartos à Venda, 38m²",Estrada das Olarias,1631,Atuba,Curitiba,PR,38,2,1,1,R$ 135.000
4600,"Apartamento com 3 Quartos à Venda, 97m²",Avenida República Argentina,1044,Vila Izabel,Curitiba,PR,97,3,2,1,"R$ 550.000
                        
Preço abaixo do mercado"
4601,"Apartamento com 3 Quartos à Venda, 159m²",Rua Paulo Gorski,1175,Ecoville,Curitiba,PR,159,3,3,3,R$ 2.190.000
4602,"Apartamento com 2 Quartos à Venda, 109m²",Avenida Vicente Machado,1056,Batel,Curitiba,PR,109,2,3,2,R$ 2.030.803
4603,"Apartamento com 2 Quartos à Venda, 125m²",Avenida República Argentina,N/I,Portão,Curitiba,PR,125,2,3,2,"R$ 749.000
                        
Preço abaixo do mercado"
4604,"Apartamento com 2 Quartos à Venda, 47m²",Rua Professor Guilherme Butler,1427,Barreirinha,Curitiba,PR,47,2,1,1,R$ 217.000
4605,"Apartamento com  Quarto à Venda, 34m²",Avenida Sete de Setembro,2346,Centro,Curitiba,PR,34,1,1,--,R$ 215.000
4606,"Apartamento com 3 Quartos à Venda, 87m²",Rua Dona Alice Tibiriçá,765,Bigorrilho,Curitiba,PR,87,3,2,2,R$ 1.100.000
4607,"Apartamento com 3 Quartos à Venda, 98m²",Avenida João Gualberto,N/I,Alto da Glória,Curitiba,PR,98,3,3,2,R$ 756.000
4608,"Apartamento com 3 Quartos à Venda, 67m²",Rua Francisco Derosso,375,Xaxim,Curitiba,PR,67,3,2,1,R$ 425.000
4609,"Apartamento com 2 Quartos à Venda, 80m²",N/I,N/I,Alto da Glória,Curitiba,PR,80,2,2,2,R$ 1.021.000
4610,"Apartamento com 2 Quartos à Venda, 76m²",Rua Barão de Antonina,57,São Francisco,Curitiba,PR,76,2,2,2,R$ 650.000
4611,"Apartamento com 2 Quartos à Venda, 54m²",Rua Professor Luiz César,N/I,Água Verde,Curitiba,PR,54,2,2,1,R$ 616.900
4612,"Apartamento com 3 Quartos à Venda, 90m²",Avenida Sete de Setembro,4064,Centro,Curitiba,PR,90,3,2,1,R$ 730.000
4613,"Apartamento com 3 Quartos à Venda, 107m²",N/I,N/I,Centro,Curitiba,PR,107,3,2,2,R$ 1.219.000
4614,"Apartamento com 3 Quartos à Venda, 52m²",Rua Brasílio de Lara,66,Bairro Alto,Curitiba,PR,52,3,1,1,R$ 240.000
4615,"Apartamento com 3 Quartos à Venda, 112m²",Rua Monsenhor Ivo Zanlorenzi,5340,Ecoville,Curitiba,PR,112,3,2,1,R$ 1.276.000
4616,"Apartamento com  Quarto à Venda, 12m²",N/I,N/I,Fazendinha,Curitiba,PR,12,1,1,--,R$ 100.000.000
4617,"Apartamento com  Quarto à Venda, 53m²",Avenida Paraná,900,Água Verde,Curitiba,PR,53,1,2,1,R$ 540.385
4618,"Apartamento com 2 Quartos à Venda, 51m²",Rua Jovino do Rosário,1526,Boa Vista,Curitiba,PR,51,2,1,1,R$ 368.865
4619,"Apartamento com  Quarto à Venda, 29m²",Rua Estados Unidos,1455,Cabral,Curitiba,PR,29,1,1,--,R$ 210.000
4620,"Apartamento com 3 Quartos à Venda, 156m²",Rua Palmeiras,725,Água Verde,Curitiba,PR,156,3,3,2,"R$ 969.000
                        
Preço abaixo do mercado"
4621,"Apartamento com 2 Quartos à Venda, 70m²",N/I,N/I,Centro,Curitiba,PR,70,2,1,1,R$ 420.000
4622,"Apartamento com 2 Quartos à Venda, 52m²",Avenida Marechal Floriano Peixoto,2009,Rebouças,Curitiba,PR,52,2,1,1,R$ 430.000
4623,"Apartamento com 3 Quartos à Venda, 139m²",Rua Coronel Joaquim Ignácio Taborda Ribas,750,Bigorrilho,Curitiba,PR,139,3,2,2,"R$ 950.000
                        
Preço abaixo do mercado"
4624,"Apartamento com 3 Quartos à Venda, 79m²",Rua Pedro Gusso,12,Novo Mundo,Curitiba,PR,79,3,2,1,R$ 535.000
4625,"Apartamento com 4 Quartos à Venda, 302m²",Avenida Visconde de Guarapuava,N/I,Batel,Curitiba,PR,302,4,5,3,R$ 3.989.000
4626,"Apartamento com 2 Quartos à Venda, 43m²",Estrada Guilherme Weigert,1655,Santa Cândida,Curitiba,PR,43,2,1,1,R$ 198.000
4627,"Apartamento com 3 Quartos à Venda, 54m²",Rua Frei Eurico de Mello,59,Fazendinha,Curitiba,PR,54,3,1,1,R$ 199.000
4628,"Apartamento com 3 Quartos à Venda, 93m²",Rua Guilherme Pugsley,1599,Água Verde,Curitiba,PR,93,3,1,2,R$ 986.224
4629,"Apartamento com 3 Quartos à Venda, 72m²",N/I,N/I,Santo Inácio,Curitiba,PR,72,3,2,2,R$ 522.900
4630,"Apartamento com 3 Quartos à Venda, 154m²",Avenida Silva Jardim,3243,Água Verde,Curitiba,PR,154,3,5,2,"R$ 1.350.000
                        
Preço abaixo do mercado"
4631,"Apartamento com  Quarto à Venda, 34m²",Rua Murilo do Amaral Ferreira,111,Vila Izabel,Curitiba,PR,34,1,1,1,R$ 349.050
4632,"Apartamento com 2 Quartos à Venda, 57m²",Rua Assis Figueiredo,1315,Parolin,Curitiba,PR,57,2,2,1,R$ 290.000
4633,"Apartamento com 2 Quartos à Venda, 68m²",Rua General Carneiro,1073,Centro,Curitiba,PR,68,2,3,2,R$ 856.407
4634,"Apartamento com 2 Quartos à Venda, 63m²",Rua Diógenes do Brasil Lobato,N/I,Tingui,Curitiba,PR,63,2,2,1,R$ 478.902
4635,"Apartamento com 2 Quartos à Venda, 59m²",Rua Nicolau Salomão,430,Tingui,Curitiba,PR,59,2,2,1,R$ 478.146
4636,"Apartamento com 2 Quartos à Venda, 50m²",Rua Carolina Castelli,N/I,Novo Mundo,Curitiba,PR,50,2,1,1,R$ 195.000
4637,"Apartamento com 2 Quartos à Venda, 35m²",Rua Guararapes,1407,Vila Izabel,Curitiba,PR,35,2,1,1,R$ 260.000
4638,"Apartamento com 2 Quartos à Venda, 44m²",Alameda Júlia da Costa,2415,São Francisco,Curitiba,PR,44,2,2,1,R$ 552.000
4639,"Apartamento com 2 Quartos à Venda, 126m²",Rua Martim Afonso,N/I,Bigorrilho,Curitiba,PR,126,2,3,2,R$ 1.208.291
4640,"Apartamento com  Quarto à Venda, 38m²",Avenida Presidente Getúlio Vargas,1345,Rebouças,Curitiba,PR,38,1,1,1,R$ 230.000
4641,"Apartamento com 3 Quartos à Venda, 116m²",Rua Comendador Araújo,413,Centro,Curitiba,PR,116,3,2,--,R$ 429.999
4642,"Apartamento com 2 Quartos à Venda, 53m²",Rua Leonardo Wesolowski,45,Campo Comprido,Curitiba,PR,53,2,1,1,"R$ 168.980
                        
Preço abaixo do mercado"
4643,"Apartamento com 2 Quartos à Venda, 130m²",Rua Capitão José Maria Sobrinho,N/I,Fanny,Curitiba,PR,130,2,2,2,R$ 549.000
4644,"Apartamento com 3 Quartos à Venda, 60m²",Travessa Rafael Francisco Greca,151,Água Verde,Curitiba,PR,60,3,2,1,"R$ 509.000
                        
Preço abaixo do mercado"
4645,"Apartamento com 4 Quartos à Venda, 305m²",Rua Luísa Dariva,99,Campina do Siqueira,Curitiba,PR,305,4,6,3,R$ 5.321.730
4646,"Apartamento com 4 Quartos à Venda, 219m²",Rua Nicolau Maeder,N/I,Alto da Glória,Curitiba,PR,219,4,6,3,R$ 3.546.000
4647,"Apartamento com 2 Quartos à Venda, 46m²",Rua Aluízio Finzetto,N/I,Prado Velho,Curitiba,PR,46,2,2,1,R$ 268.793
4648,"Apartamento com 2 Quartos à Venda, 72m²",Rua Mariano Torres,N/I,Centro,Curitiba,PR,72,2,1,2,R$ 899.600
4649,"Apartamento com 3 Quartos à Venda, 153m²",Rua Doutor Alexandre Gutierrez,49,Água Verde,Curitiba,PR,153,3,5,3,R$ 2.624.000
4650,"Apartamento com 2 Quartos à Venda, 50m²",Rua Ouro Verde,137,Capão Raso,Curitiba,PR,50,2,1,1,R$ 265.000
4651,"Apartamento com 3 Quartos à Venda, 85m²",Rua Deputado Joaquim José Pedrosa,N/I,Cabral,Curitiba,PR,85,3,1,1,R$ 727.114
4652,"Apartamento com 4 Quartos à Venda, 224m²",Rua Gottlieb Rosenau,N/I,Tarumã,Curitiba,PR,224,4,5,3,"R$ 1.100.000
                        
Preço abaixo do mercado"
4653,"Apartamento com 2 Quartos à Venda, 58m²",Avenida Cândido Hartmann,N/I,Santo Inácio,Curitiba,PR,58,2,2,1,R$ 550.000
4654,"Apartamento com 2 Quartos à Venda, 57m²",Rua Francisco Raitani,7153,Capão Raso,Curitiba,PR,57,2,1,1,R$ 289.000
4655,"Apartamento com 3 Quartos à Venda, 81m²",Rua Visconde de Cairu,60,Seminário,Curitiba,PR,81,3,2,2,R$ 1.054.933
4656,"Apartamento com 3 Quartos à Venda, 79m²",N/I,N/I,Portão,Curitiba,PR,79,3,3,1,R$ 659.900
4657,"Apartamento com 2 Quartos à Venda, 73m²",Rua Schiller,126,Cristo Rei,Curitiba,PR,73,2,2,1,R$ 521.000
4658,"Apartamento com 3 Quartos à Venda, 87m²",Rua Dona Alice Tibiriçá,765,Bigorrilho,Curitiba,PR,87,3,1,2,R$ 1.090.000
4659,"Apartamento com 3 Quartos à Venda, 140m²",Rua General Carneiro,1073,Alto da Glória,Curitiba,PR,140,3,2,2,R$ 1.300.000
4660,"Apartamento com 4 Quartos à Venda, 274m²",Avenida Sete de Setembro,4079,Batel,Curitiba,PR,274,4,5,3,R$ 1.550.000
4661,"Apartamento com 2 Quartos à Venda, 42m²",Rua Mandirituba,2255,Sitio Cercado,Curitiba,PR,42,2,1,1,R$ 165.000
4662,"Apartamento com 2 Quartos à Venda, 52m²",Avenida Nossa Senhora Aparecida,N/I,Seminário,Curitiba,PR,52,2,2,1,R$ 426.000
